Mês;Central Regulação;Unidade de saúde;Unidade de saúde/Região;Especialidade;Sub-Especialidade;Complexidade;Vagas ofertadas;Vagas não preenchidas;Perda primária;Agendamentos cancelados pelo solicitante ou rotina automática;Perda primária sem cancelamentos;Agendamentos;Compareceu;Faltantes;Perda secundária;Tempo médio de espera (Dias)
2025/02;COMPLEXO REGULADOR ESTADUAL CRE;965324 / HOSPITAL ESTADUAL DA CRIANCA E DO ADOLESCENTE HECAD;CENTRAL;ENDOCRINOLOGIA E METABOLOGIA;ENDOCRINOLOGIA E METABOLOGIA PEDIATRICA;ALTA;40.0;1.0;2.5;1;0.0;39.0;25;14.0;35.9;243.6
2025/02;COMPLEXO REGULADOR ESTADUAL CRE;965324 / HOSPITAL ESTADUAL DA CRIANCA E DO ADOLESCENTE HECAD;CENTRAL;GASTROENTEROLOGIA;GASTROENTEROLOGIA PEDIATRICA;ALTA;30.0;4.0;13.33;4;0.0;26.0;23;3.0;11.54;42.75
2025/02;COMPLEXO REGULADOR ESTADUAL CRE;965324 / HOSPITAL ESTADUAL DA CRIANCA E DO ADOLESCENTE HECAD;CENTRAL;GINECOLOGIA;GINECOLOGIA INFANTO PUBERAL;ALTA;86.0;82.0;95.35;0;95.35;4.0;3;1.0;25.0;12.67
2025/02;COMPLEXO REGULADOR ESTADUAL CRE;965324 / HOSPITAL ESTADUAL DA CRIANCA E DO ADOLESCENTE HECAD;CENTRAL;HEMATOLOGIA;HEMATOLOGIA PEDIATRICA;ALTA;24.0;6.0;25.0;4;8.33;18.0;9;9.0;50.0;4.77
2025/02;COMPLEXO REGULADOR ESTADUAL CRE;965324 / HOSPITAL ESTADUAL DA CRIANCA E DO ADOLESCENTE HECAD;CENTRAL;INFECTOLOGIA;INFECTOLOGIA PEDIATRICA;ALTA;13.0;1.0;7.69;1;0.0;12.0;6;6.0;50.0;113.0
2025/02;COMPLEXO REGULADOR ESTADUAL CRE;965324 / HOSPITAL ESTADUAL DA CRIANCA E DO ADOLESCENTE HECAD;CENTRAL;NEFROLOGIA;NEFROLOGIA PEDIATRICA;ALTA;44.0;3.0;6.82;3;0.0;41.0;31;10.0;24.39;10.77
2025/02;COMPLEXO REGULADOR ESTADUAL CRE;965324 / HOSPITAL ESTADUAL DA CRIANCA E DO ADOLESCENTE HECAD;CENTRAL;NEUROLOGIA;NEUROLOGIA PEDIATRICA;ALTA;47.0;2.0;4.26;2;0.0;45.0;26;19.0;42.22;520.39
2025/02;COMPLEXO REGULADOR ESTADUAL CRE;965324 / HOSPITAL ESTADUAL DA CRIANCA E DO ADOLESCENTE HECAD;CENTRAL;OFTALMOLOGIA;OFTALMOLOGIA GERAL;ALTA;80.0;9.0;11.25;9;0.0;71.0;38;33.0;46.48;53.2
2025/02;COMPLEXO REGULADOR ESTADUAL CRE;965324 / HOSPITAL ESTADUAL DA CRIANCA E DO ADOLESCENTE HECAD;CENTRAL;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA PEDIATRICA;ALTA;8.0;0.0;0.0;0;0.0;8.0;4;4.0;50.0;205.75
2025/02;COMPLEXO REGULADOR ESTADUAL CRE;965324 / HOSPITAL ESTADUAL DA CRIANCA E DO ADOLESCENTE HECAD;CENTRAL;OTORRINOLARINGOLOGIA;OTORRINOLARINGOLOGIA PEDIATRICA;ALTA;64.0;4.0;6.25;4;0.0;60.0;34;26.0;43.33;774.83
2025/02;COMPLEXO REGULADOR ESTADUAL CRE;965324 / HOSPITAL ESTADUAL DA CRIANCA E DO ADOLESCENTE HECAD;CENTRAL;PNEUMOLOGIA;PNEUMOLOGIA PEDIATRICA;ALTA;44.0;4.0;9.09;4;0.0;40.0;20;20.0;50.0;441.76
2025/02;COMPLEXO REGULADOR ESTADUAL CRE;965324 / HOSPITAL ESTADUAL DA CRIANCA E DO ADOLESCENTE HECAD;CENTRAL;REUMATOLOGIA;REUMATOLOGIA PEDIATRICA;ALTA;28.0;14.0;50.0;2;42.86;14.0;12;2.0;14.29;3.89
2025/02;COMPLEXO REGULADOR ESTADUAL CRE;965324 / HOSPITAL ESTADUAL DA CRIANCA E DO ADOLESCENTE HECAD;CENTRAL;UROLOGIA;UROLOGIA PEDIATRICA;ALTA;66.0;5.0;7.58;5;0.0;61.0;48;13.0;21.31;8.08
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2337517 / HOSPITAL ORTOPEDICO DE CERES;SAO PATRICIO I;CIRURGIA;CIRURGIA GERAL;ALTA;103.0;29.0;28.16;10;18.45;74.0;52;9.0;12.16;3.78
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2337517 / HOSPITAL ORTOPEDICO DE CERES;SAO PATRICIO I;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA GERAL;ALTA;96.0;37.0;38.54;10;28.13;59.0;29;14.0;23.73;21.94
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2337517 / HOSPITAL ORTOPEDICO DE CERES;SAO PATRICIO I;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA JOELHO;ALTA;187.0;48.0;25.67;48;0.0;139.0;66;34.0;24.46;114.41
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2337517 / HOSPITAL ORTOPEDICO DE CERES;SAO PATRICIO I;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA MÃO E PUNHO;ALTA;40.0;20.0;50.0;11;22.5;20.0;13;7.0;35.0;114.13
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2337517 / HOSPITAL ORTOPEDICO DE CERES;SAO PATRICIO I;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA OMBRO E COTOVELO;ALTA;30.0;11.0;36.67;11;0.0;19.0;13;6.0;31.58;172.19
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2337517 / HOSPITAL ORTOPEDICO DE CERES;SAO PATRICIO I;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA QUADRIL;ALTA;48.0;30.0;62.5;4;54.17;18.0;3;6.0;33.33;140.25
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2337517 / HOSPITAL ORTOPEDICO DE CERES;SAO PATRICIO I;UROLOGIA;UROLOGIA GERAL;ALTA;82.0;8.0;9.76;8;0.0;74.0;56;17.0;22.97;26.62
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338262 / HOSPITAL DE URGENCIAS DE GOIAS DR VALDEMIRO CRUZ HUGO;CENTRAL;CARDIOLOGIA;CARDIOLOGIA GERAL;ALTA;15.0;7.0;46.67;4;20.0;8.0;0;2.0;25.0;30.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338262 / HOSPITAL DE URGENCIAS DE GOIAS DR VALDEMIRO CRUZ HUGO;CENTRAL;CIRURGIA;CIRURGIA GERAL;ALTA;24.0;0.0;0.0;0;0.0;24.0;0;4.0;16.67;0.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338262 / HOSPITAL DE URGENCIAS DE GOIAS DR VALDEMIRO CRUZ HUGO;CENTRAL;CIRURGIA TORACICA;CIRURGIA TORACICA GERAL;ALTA;3.0;1.0;33.33;0;33.33;2.0;0;0.0;0.0;689.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338262 / HOSPITAL DE URGENCIAS DE GOIAS DR VALDEMIRO CRUZ HUGO;CENTRAL;ENDOCRINOLOGIA E METABOLOGIA;ENDOCRINOLOGIA E METABOLOGIA GERAL;ALTA;5.0;3.0;60.0;2;20.0;2.0;0;0.0;0.0;27.57
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338262 / HOSPITAL DE URGENCIAS DE GOIAS DR VALDEMIRO CRUZ HUGO;CENTRAL;GASTROENTEROLOGIA;GASTROENTEROLOGIA GERAL;ALTA;8.0;0.0;0.0;0;0.0;8.0;0;5.0;62.5;277.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338262 / HOSPITAL DE URGENCIAS DE GOIAS DR VALDEMIRO CRUZ HUGO;CENTRAL;HEMATOLOGIA;HEMATOLOGIA GERAL;ALTA;3.0;0.0;0.0;0;0.0;3.0;0;1.0;33.33;288.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338262 / HOSPITAL DE URGENCIAS DE GOIAS DR VALDEMIRO CRUZ HUGO;CENTRAL;NEUROLOGIA;NEUROLOGIA GERAL;ALTA;12.0;2.0;16.67;2;0.0;10.0;0;3.0;30.0;22.83
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338262 / HOSPITAL DE URGENCIAS DE GOIAS DR VALDEMIRO CRUZ HUGO;CENTRAL;PNEUMOLOGIA;PNEUMOLOGIA GERAL;ALTA;4.0;1.0;25.0;1;0.0;3.0;0;2.0;66.67;33.75
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338262 / HOSPITAL DE URGENCIAS DE GOIAS DR VALDEMIRO CRUZ HUGO;CENTRAL;UROLOGIA;UROLOGIA GERAL;ALTA;10.0;0.0;0.0;0;0.0;10.0;0;4.0;40.0;0.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338386 / FUNDACAO BANCO DE OLHOS DE GOIAS;CENTRAL;OFTALMOLOGIA;OFTALMOLOGIA BLEFAROPLASTIA;ALTA;48.0;5.0;10.42;5;0.0;43.0;0;5.0;11.63;0.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338386 / FUNDACAO BANCO DE OLHOS DE GOIAS;CENTRAL;OFTALMOLOGIA;OFTALMOLOGIA CATARATA;ALTA;368.0;21.0;5.71;21;0.0;347.0;0;3.0;0.86;33.69
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338386 / FUNDACAO BANCO DE OLHOS DE GOIAS;CENTRAL;OFTALMOLOGIA;OFTALMOLOGIA GERAL;ALTA;52.0;0.0;0.0;0;0.0;52.0;0;0.0;0.0;77.99
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338386 / FUNDACAO BANCO DE OLHOS DE GOIAS;CENTRAL;CENTRAL DE TRANSPLANTES;TRANSPLANTE DE CORNEA;ALTA;27.0;23.0;85.19;1;81.48;4.0;0;0.0;0.0;2.67
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;ANGIOLOGIA;ANGIOLOGIA GERAL;ALTA;150.0;2.0;1.33;2;0.0;148.0;100;48.0;32.43;230.19
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;CABEÇA E PESCOÇO;CABEÇA E PESCOÇO CIRURGICA;ALTA;1.0;0.0;0.0;0;0.0;1.0;1;0.0;0.0;0.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;CABEÇA E PESCOÇO;CABEÇA E PESCOÇO GERAL;ALTA;7.0;1.0;14.29;1;0.0;6.0;3;2.0;33.33;571.43
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;CIRURGIA;CIRURGIA GERAL;ALTA;127.0;3.0;2.36;3;0.0;124.0;99;25.0;20.16;100.69
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;CIRURGIA PLASTICA;CIRURGIA PLASTICA GERAL;ALTA;80.0;11.0;13.75;11;0.0;69.0;49;20.0;28.99;619.6
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;CIRURGIA TORACICA;CIRURGIA TORACICA GERAL;ALTA;6.0;3.0;50.0;3;0.0;3.0;3;0.0;0.0;646.5
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;COLOPROCTOLOGIA;COLOPROCTOLOGIA GERAL;ALTA;154.0;17.0;11.04;17;0.0;137.0;96;41.0;29.93;341.22
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;DERMATOLOGIA;DERMATOLOGIA GERAL;ALTA;91.0;5.0;5.49;5;0.0;86.0;54;32.0;37.21;39.7
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;DERMATOLOGIA;DERMATOLOGIA XERODERMA;ALTA;9.0;9.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;ENDOCRINOLOGIA E METABOLOGIA;ENDOCRINOLOGIA E METABOLOGIA DIABETES MELLITUS;ALTA;64.0;13.0;20.31;13;0.0;51.0;23;28.0;54.9;567.63
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;ENDOCRINOLOGIA E METABOLOGIA;ENDOCRINOLOGIA E METABOLOGIA PEDIATRICA;ALTA;24.0;0.0;0.0;0;0.0;24.0;12;12.0;50.0;142.94
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;GASTROENTEROLOGIA;GASTROENTEROLOGIA GERAL;ALTA;58.0;2.0;3.45;2;0.0;56.0;38;18.0;32.14;238.65
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;GASTROENTEROLOGIA;GASTROENTEROLOGIA PCCO OBESIDADE GRAVE;ALTA;80.0;1.0;1.25;1;0.0;79.0;68;11.0;13.92;607.13
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;GINECOLOGIA;GINECOLOGIA GERAL;ALTA;121.0;1.0;0.83;1;0.0;120.0;93;25.0;20.83;47.72
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;GINECOLOGIA;GINECOLOGIA INFANTO PUBERAL;ALTA;12.0;5.0;41.67;5;0.0;7.0;3;4.0;57.14;25.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;GINECOLOGIA;GINECOLOGIA INTERSEXO;ALTA;4.0;3.0;75.0;0;75.0;1.0;1;0.0;0.0;9.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;GINECOLOGIA;GINECOLOGIA PATOLOGIA CERVICAL;ALTA;8.0;2.0;25.0;2;0.0;6.0;4;2.0;33.33;607.5
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;GINECOLOGIA;GINECOLOGIA TRANSEXUALIDADE;ALTA;24.0;3.0;12.5;3;0.0;21.0;15;6.0;28.57;479.91
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;GINECOLOGIA;GINECOLOGIA TRANSEXUALIDADE PRÉ OPERATORIO;ALTA;8.0;0.0;0.0;0;0.0;8.0;8;0.0;0.0;33.4
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;MASTOLOGIA;MASTOLOGIA GERAL;ALTA;177.0;18.0;10.17;18;0.0;159.0;117;42.0;26.42;24.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;NEFROLOGIA;NEFROLOGIA GERAL;ALTA;21.0;1.0;4.76;1;0.0;20.0;15;5.0;25.0;687.24
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;NEUROCIRURGIA;NEUROCIRURGIA GERAL;ALTA;53.0;6.0;11.32;6;0.0;47.0;34;13.0;27.66;360.64
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;NEUROCIRURGIA;NEUROCIRURGIA NERVOS PERIFÉRICOS;ALTA;40.0;26.0;65.0;0;65.0;14.0;12;2.0;14.29;11.91
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;NEUROLOGIA;NEUROLOGIA GERAL;ALTA;197.0;5.0;2.54;5;0.0;192.0;131;57.0;29.69;334.81
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;ODONTOLOGIA;ODONTOLOGIA PPNE ADULTO;ALTA;32.0;3.0;9.38;3;0.0;29.0;25;4.0;13.79;2.63
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA MÃO E PUNHO;ALTA;39.0;3.0;7.69;3;0.0;36.0;24;11.0;30.56;188.79
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA PEDIATRICA;ALTA;8.0;0.0;0.0;0;0.0;8.0;6;2.0;25.0;320.25
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;OTORRINOLARINGOLOGIA;OTORRINOLARINGOLOGIA GERAL;ALTA;70.0;4.0;5.71;4;0.0;66.0;46;19.0;28.79;208.19
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;PNEUMOLOGIA;PNEUMOLOGIA GERAL;ALTA;76.0;6.0;7.89;6;0.0;70.0;44;26.0;37.14;107.93
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;REUMATOLOGIA;REUMATOLOGIA GERAL;ALTA;10.0;1.0;10.0;1;0.0;9.0;3;6.0;66.67;434.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;CENTRAL DE TRANSPLANTES;TRANSPLANTE DE MEDULA OSSEA;ALTA;8.0;4.0;50.0;0;50.0;4.0;4;0.0;0.0;1.33
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;CENTRAL DE TRANSPLANTES;TRANSPLANTE HEPÁTICO;ALTA;12.0;2.0;16.67;0;16.67;10.0;9;1.0;10.0;1.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;CENTRAL DE TRANSPLANTES;TRANSPLANTE RENAL;ALTA;346.0;225.0;65.03;2;64.45;121.0;90;31.0;25.62;4.79
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;CENTRAL DE TRANSPLANTES;TRANSPLANTE RINS-PÂNCREAS;ALTA;4.0;4.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;UROLOGIA;UROLOGIA GERAL;ALTA;151.0;0.0;0.0;0;0.0;151.0;103;47.0;31.13;133.41
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;UROLOGIA;UROLOGIA INFERTILIDADE;ALTA;3.0;0.0;0.0;0;0.0;3.0;3;0.0;0.0;80.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;UROLOGIA;UROLOGIA PEDIATRICA;ALTA;3.0;0.0;0.0;0;0.0;3.0;3;0.0;0.0;5.5
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;UROLOGIA;UROLOGIA PRÓSTATA;ALTA;66.0;0.0;0.0;0;0.0;66.0;45;20.0;30.3;223.61
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;UROLOGIA;UROLOGIA SEXUALIDADE MASCULINA;ALTA;9.0;0.0;0.0;0;0.0;9.0;6;3.0;33.33;12.59
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2339072 / HEMOCENTRO COORD EST DE GOIAS PROF NION ALBERNAZ HEMOGO;CENTRAL;HEMATOLOGIA;HEMATOLOGIA GERAL;MEDIA;104.0;7.0;6.73;7;0.0;97.0;67;30.0;30.93;35.51
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2339072 / HEMOCENTRO COORD EST DE GOIAS PROF NION ALBERNAZ HEMOGO;CENTRAL;HEMATOLOGIA;HEMATOLOGIA PEDIATRICA;MEDIA;16.0;8.0;50.0;4;25.0;8.0;6;2.0;25.0;6.2
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2339196 / HOSPITAL ESTADUAL DA MULHER DR JURANDIR DO NASCIMENTO HEMU;CENTRAL;GINECOLOGIA;GINECOLOGIA CIRURGICA;ALTA;289.0;17.0;5.88;17;0.0;272.0;215;34.0;12.5;19.83
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2339196 / HOSPITAL ESTADUAL DA MULHER DR JURANDIR DO NASCIMENTO HEMU;CENTRAL;MASTOLOGIA;MASTOLOGIA CIRURGICA;ALTA;40.0;4.0;10.0;4;0.0;36.0;29;1.0;2.78;32.14
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2339196 / HOSPITAL ESTADUAL DA MULHER DR JURANDIR DO NASCIMENTO HEMU;CENTRAL;OBSTETRÍCIA;OBSTETRÍCIA PRÉ NATAL DE ALTO RISCO;ALTA;72.0;1.0;1.39;1;0.0;71.0;41;21.0;29.58;26.16
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2339781 / CENTRO ESTADUAL DE ODONTOLOGIA SEBASTIAO ALVES RIBEIRO COEG;CENTRAL;BUCO MAXILO FACIAL;BUCO MAXILO FACIAL GERAL;ALTA;144.0;1.0;0.69;1;0.0;143.0;89;54.0;37.76;5.51
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2339781 / CENTRO ESTADUAL DE ODONTOLOGIA SEBASTIAO ALVES RIBEIRO COEG;CENTRAL;ODONTOLOGIA;ODONTOLOGIA ENDODONTIA;ALTA;72.0;1.0;1.39;1;0.0;71.0;35;36.0;50.7;261.97
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2339781 / CENTRO ESTADUAL DE ODONTOLOGIA SEBASTIAO ALVES RIBEIRO COEG;CENTRAL;ODONTOLOGIA;ODONTOLOGIA ORTODONTIA;ALTA;23.0;1.0;4.35;1;0.0;22.0;15;7.0;31.82;8.13
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2339781 / CENTRO ESTADUAL DE ODONTOLOGIA SEBASTIAO ALVES RIBEIRO COEG;CENTRAL;ODONTOLOGIA;ODONTOLOGIA PERIODONTIA;ALTA;510.0;433.0;84.9;35;78.04;77.0;64;13.0;16.88;0.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2339781 / CENTRO ESTADUAL DE ODONTOLOGIA SEBASTIAO ALVES RIBEIRO COEG;CENTRAL;ODONTOLOGIA;ODONTOLOGIA PPNE ADULTO;ALTA;87.0;80.0;91.95;5;86.21;7.0;5;2.0;28.57;0.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2339781 / CENTRO ESTADUAL DE ODONTOLOGIA SEBASTIAO ALVES RIBEIRO COEG;CENTRAL;ODONTOLOGIA;ODONTOLOGIA PPNE INFANTIL;ALTA;96.0;83.0;86.46;4;82.29;13.0;12;1.0;7.69;0.6
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2339781 / CENTRO ESTADUAL DE ODONTOLOGIA SEBASTIAO ALVES RIBEIRO COEG;CENTRAL;ODONTOLOGIA;ODONTOLOGIA PRÓTESE;ALTA;104.0;61.0;58.65;33;26.92;43.0;38;5.0;11.63;0.49
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2339781 / CENTRO ESTADUAL DE ODONTOLOGIA SEBASTIAO ALVES RIBEIRO COEG;CENTRAL;ODONTOLOGIA;ODONTOLOGIA REABILITAÇÃO NEUROCLUSAL;ALTA;36.0;23.0;63.89;4;52.78;13.0;9;4.0;30.77;0.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2339781 / CENTRO ESTADUAL DE ODONTOLOGIA SEBASTIAO ALVES RIBEIRO COEG;CENTRAL;ODONTOLOGIA;ODONTOLOGIA REABILITAÇÃO ORAL;ALTA;94.0;19.0;20.21;19;0.0;75.0;50;25.0;33.33;233.52
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2340194 / HOSPITAL ESTADUAL DE LUZIANIA;ENTORNO SUL;CIRURGIA;CIRURGIA GERAL;ALTA;30.0;9.0;30.0;9;0.0;21.0;16;5.0;23.81;120.92
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2340194 / HOSPITAL ESTADUAL DE LUZIANIA;ENTORNO SUL;CIRURGIA;CIRURGIA GERAL PEQUENA CIRURGIA;MEDIA;64.0;19.0;29.69;19;0.0;45.0;38;7.0;15.56;0.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2340194 / HOSPITAL ESTADUAL DE LUZIANIA;ENTORNO SUL;CIRURGIA VASCULAR;CIRURGIA VASCULAR VARIZES;ALTA;40.0;4.0;10.0;4;0.0;36.0;24;12.0;33.33;4.05
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2340194 / HOSPITAL ESTADUAL DE LUZIANIA;ENTORNO SUL;COLOPROCTOLOGIA;COLOPROCTOLOGIA GERAL;ALTA;160.0;126.0;78.75;126;0.0;34.0;25;9.0;26.47;146.5
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2340194 / HOSPITAL ESTADUAL DE LUZIANIA;ENTORNO SUL;GASTROENTEROLOGIA;GASTROENTEROLOGIA GERAL;ALTA;39.0;39.0;100.0;2;94.87;0.0;0;0.0;0.0;0.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2340194 / HOSPITAL ESTADUAL DE LUZIANIA;ENTORNO SUL;GINECOLOGIA;GINECOLOGIA CIRURGICA;ALTA;100.0;19.0;19.0;19;0.0;81.0;63;18.0;22.22;7.13
