Mês;Central Regulação;Unidade de saúde;Unidade de saúde/Região;Especialidade;Sub-Especialidade;Complexidade;Vagas ofertadas;Vagas não preenchidas;Perda primária;Agendamentos cancelados pelo solicitante ou rotina automática;Perda primária sem cancelamentos;Agendamentos;Compareceu;Faltantes;Perda secundária;Tempo médio de espera (Dias)
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2814382 / POLICLINICA ESTADUAL DA REGIAO DO ENTORNO FORMOSA;ENTORNO NORTE;OFTALMOLOGIA;OFTALMOLOGIA GERAL;MEDIA;100.0;70.0;70.0;70;0.0;30.0;10;20.0;66.67;10.95
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2814382 / POLICLINICA ESTADUAL DA REGIAO DO ENTORNO FORMOSA;ENTORNO NORTE;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA GERAL;MEDIA;120.0;89.0;74.17;5;70.0;31.0;20;11.0;35.48;1.05
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2814382 / POLICLINICA ESTADUAL DA REGIAO DO ENTORNO FORMOSA;ENTORNO NORTE;OTORRINOLARINGOLOGIA;OTORRINOLARINGOLOGIA GERAL;MEDIA;240.0;26.0;10.83;26;0.0;214.0;158;56.0;26.17;67.9
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2814382 / POLICLINICA ESTADUAL DA REGIAO DO ENTORNO FORMOSA;ENTORNO NORTE;PEDIATRIA;PEDIATRIA GERAL;MEDIA;30.0;18.0;60.0;12;20.0;12.0;10;2.0;16.67;13.59
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2814382 / POLICLINICA ESTADUAL DA REGIAO DO ENTORNO FORMOSA;ENTORNO NORTE;PSIQUIATRIA;PSIQUIATRIA GERAL;MEDIA;32.0;27.0;84.38;3;75.0;5.0;3;2.0;40.0;0.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2814382 / POLICLINICA ESTADUAL DA REGIAO DO ENTORNO FORMOSA;ENTORNO NORTE;REUMATOLOGIA;REUMATOLOGIA GERAL;MEDIA;48.0;1.0;2.08;1;0.0;47.0;33;14.0;29.79;334.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2814382 / POLICLINICA ESTADUAL DA REGIAO DO ENTORNO FORMOSA;ENTORNO NORTE;UROLOGIA;UROLOGIA GERAL;MEDIA;92.0;71.0;77.17;10;66.3;21.0;14;7.0;33.33;1.16
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;CARDIOLOGIA;CARDIOLOGIA GERAL;MEDIA;40.0;7.0;17.5;7;0.0;33.0;27;6.0;18.18;10.4
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;CIRURGIA VASCULAR;CIRURGIA VASCULAR GERAL;MEDIA;18.0;1.0;5.56;1;0.0;17.0;14;3.0;17.65;203.89
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;COLOPROCTOLOGIA;COLOPROCTOLOGIA GERAL;MEDIA;80.0;63.0;78.75;4;73.75;17.0;14;3.0;17.65;2.42
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;DERMATOLOGIA;DERMATOLOGIA GERAL;MEDIA;205.0;0.0;0.0;0;0.0;202.0;106;2.0;0.99;145.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;GASTROENTEROLOGIA;GASTROENTEROLOGIA GERAL;ALTA;45.0;8.0;17.78;8;0.0;37.0;25;12.0;32.43;13.06
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;GINECOLOGIA;GINECOLOGIA GERAL;ALTA;90.0;2.0;2.22;2;0.0;88.0;73;15.0;17.05;3.8
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;HEMATOLOGIA;HEMATOLOGIA GERAL;MEDIA;58.0;44.0;75.86;5;67.24;14.0;10;4.0;28.57;3.53
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;INFECTOLOGIA;INFECTOLOGIA GERAL;MEDIA;40.0;39.0;97.5;0;97.5;1.0;0;1.0;100.0;0.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;MASTOLOGIA;MASTOLOGIA GERAL;MEDIA;36.0;9.0;25.0;3;16.67;27.0;21;6.0;22.22;5.73
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;NEFROLOGIA;NEFROLOGIA GERAL;MEDIA;93.0;9.0;9.68;9;0.0;84.0;28;25.0;29.76;3.23
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;NEUROLOGIA;NEUROLOGIA GERAL;MEDIA;30.0;1.0;3.33;1;0.0;29.0;23;6.0;20.69;185.67
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;NEUROLOGIA;NEUROLOGIA PEDIATRICA;MEDIA;14.0;0.0;0.0;0;0.0;14.0;12;2.0;14.29;490.33
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;OBSTETRÍCIA;OBSTETRÍCIA PRÉ NATAL DE ALTO RISCO;MEDIA;24.0;3.0;12.5;2;4.17;21.0;16;5.0;23.81;7.62
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;OTORRINOLARINGOLOGIA;OCI AVALIAÇÃO DIAGNÓSTICA DE NASOFARINGE E DE OROFARINGE;MEDIA;8.0;0.0;0.0;0;0.0;8.0;3;5.0;62.5;0.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;OFTALMOLOGIA;OFTALMOLOGIA GERAL;MEDIA;114.0;9.0;7.89;9;0.0;105.0;69;2.0;1.9;185.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA GERAL;MEDIA;45.0;5.0;11.11;5;0.0;40.0;35;5.0;12.5;25.47
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;OTORRINOLARINGOLOGIA;OTORRINOLARINGOLOGIA GERAL;MEDIA;20.0;0.0;0.0;0;0.0;20.0;14;6.0;30.0;379.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;PEDIATRIA;PEDIATRIA GERAL;MEDIA;50.0;47.0;94.0;14;66.0;3.0;2;1.0;33.33;4.73
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;PNEUMOLOGIA;PNEUMOLOGIA GERAL;MEDIA;20.0;6.0;30.0;6;0.0;14.0;8;6.0;42.86;33.33
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;PSIQUIATRIA;PSIQUIATRIA GERAL;MEDIA;44.0;6.0;13.64;3;6.82;38.0;25;13.0;34.21;1.75
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;REUMATOLOGIA;REUMATOLOGIA GERAL;MEDIA;43.0;4.0;9.3;4;0.0;39.0;24;15.0;38.46;349.8
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;UROLOGIA;UROLOGIA GERAL;MEDIA;41.0;7.0;17.07;7;0.0;34.0;32;2.0;5.88;3.14
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;CARDIOLOGIA;CARDIOLOGIA GERAL;MEDIA;60.0;4.0;6.67;4;0.0;56.0;41;15.0;26.79;6.36
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;CIRURGIA VASCULAR;CIRURGIA VASCULAR GERAL;MEDIA;16.0;0.0;0.0;0;0.0;16.0;11;5.0;31.25;60.92
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;COLOPROCTOLOGIA;COLOPROCTOLOGIA GERAL;MEDIA;14.0;0.0;0.0;0;0.0;14.0;7;7.0;50.0;232.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;DERMATOLOGIA;DERMATOLOGIA GERAL;MEDIA;56.0;2.0;3.57;2;0.0;54.0;31;23.0;42.59;122.17
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;ENDOCRINOLOGIA E METABOLOGIA;ENDOCRINOLOGIA E METABOLOGIA GERAL;MEDIA;77.0;2.0;2.6;2;0.0;75.0;51;24.0;32.0;12.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;GASTROENTEROLOGIA;GASTROENTEROLOGIA GERAL;MEDIA;27.0;0.0;0.0;0;0.0;27.0;23;4.0;14.81;148.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;GINECOLOGIA;GINECOLOGIA GERAL;MEDIA;30.0;1.0;3.33;1;0.0;29.0;20;9.0;31.03;170.5
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;GINECOLOGIA;GINECOLOGIA TRANSEXUALIDADE;MEDIA;15.0;15.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;HEMATOLOGIA;HEMATOLOGIA GERAL;MEDIA;16.0;16.0;100.0;2;87.5;0.0;0;0.0;0.0;2.33
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;INFECTOLOGIA;INFECTOLOGIA GERAL;MEDIA;9.0;0.0;0.0;0;0.0;9.0;6;3.0;33.33;0.86
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;MASTOLOGIA;MASTOLOGIA GERAL;MEDIA;15.0;13.0;86.67;1;80.0;2.0;2;0.0;0.0;6.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;NEFROLOGIA;NEFROLOGIA GERAL;MEDIA;30.0;3.0;10.0;3;0.0;27.0;25;2.0;7.41;48.56
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;NEUROLOGIA;NEUROLOGIA GERAL;MEDIA;50.0;0.0;0.0;0;0.0;50.0;34;16.0;32.0;274.83
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;NEUROLOGIA;NEUROLOGIA PEDIATRICA;MEDIA;15.0;1.0;6.67;1;0.0;14.0;6;8.0;57.14;440.5
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;OBSTETRÍCIA;OBSTETRÍCIA PRÉ NATAL DE ALTO RISCO;MEDIA;8.0;2.0;25.0;2;0.0;6.0;1;5.0;83.33;23.5
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;OTORRINOLARINGOLOGIA;OCI AVALIAÇÃO DIAGNÓSTICA DE NASOFARINGE E DE OROFARINGE;MEDIA;20.0;0.0;0.0;0;0.0;20.0;14;6.0;30.0;363.77
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;ORTOPEDIA E TRAUMATOLOGIA;OCI AVALIAÇÃO DIAGNÓSTICA EM ORTOPEDIA COM RECURSOS DE RADIOLOGIA;MEDIA;3.0;0.0;0.0;0;0.0;3.0;2;1.0;33.33;277.95
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;OFTALMOLOGIA;OCI AVALIAÇÃO INICIAL EM OFTALMOLOGIA - 0 A 8 ANOS;MEDIA;20.0;0.0;0.0;0;0.0;20.0;12;8.0;40.0;28.75
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;OFTALMOLOGIA;OCI AVALIAÇÃO INICIAL EM OFTALMOLOGIA - A PARTIR  DE 9 ANOS;MEDIA;20.0;0.0;0.0;0;0.0;20.0;14;6.0;30.0;164.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA GERAL;MEDIA;78.0;46.0;58.97;5;52.56;32.0;29;3.0;9.38;1.03
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;OTORRINOLARINGOLOGIA;OTORRINOLARINGOLOGIA GERAL;MEDIA;10.0;0.0;0.0;0;0.0;10.0;6;4.0;40.0;466.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;PEDIATRIA;PEDIATRIA GERAL;MEDIA;18.0;17.0;94.44;0;94.44;1.0;0;1.0;100.0;2.3
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;PNEUMOLOGIA;PNEUMOLOGIA GERAL;MEDIA;18.0;15.0;83.33;0;83.33;3.0;2;1.0;33.33;67.83
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;PSIQUIATRIA;PSIQUIATRIA GERAL;MEDIA;24.0;2.0;8.33;2;0.0;22.0;15;7.0;31.82;2.2
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;REUMATOLOGIA;REUMATOLOGIA GERAL;MEDIA;24.0;0.0;0.0;0;0.0;24.0;18;6.0;25.0;523.75
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;UROLOGIA;UROLOGIA GERAL;MEDIA;33.0;33.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;3122468 / INSTITUTO DE OLHOS AGUAS LINDAS;ENTORNO SUL;OFTALMOLOGIA;OCI AVALIAÇÃO INICIAL EM OFTALMOLOGIA - A PARTIR  DE 9 ANOS;ALTA;200.0;88.0;44.0;53;17.5;112.0;101;11.0;9.82;11.76
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;3122468 / INSTITUTO DE OLHOS AGUAS LINDAS;ENTORNO SUL;OFTALMOLOGIA;OFTALMOLOGIA CATARATA;ALTA;120.0;70.0;58.33;70;0.0;50.0;38;12.0;24.0;1.98
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;3122468 / INSTITUTO DE OLHOS AGUAS LINDAS;ENTORNO SUL;OFTALMOLOGIA;OFTALMOLOGIA GERAL;ALTA;160.0;96.0;60.0;96;0.0;64.0;51;13.0;20.31;10.03
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;3225143 / HOSPITAL DE OLHOS DE APARECIDA;CENTRO SUL;CENTRAL DE TRANSPLANTES;TRANSPLANTE DE CORNEA;ALTA;20.0;20.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;3260127 / CLINICA MEDICA AREDANNA FURQUIM;SUDOESTE I;ENDOCRINOLOGIA E METABOLOGIA;ENDOCRINOLOGIA E METABOLOGIA GERAL;ALTA;147.0;3.0;2.04;2;0.68;97.0;76;8.0;8.25;85.33
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;3728137 / CMR;SUDOESTE I;ANGIOLOGIA;ANGIOLOGIA GERAL;ALTA;121.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;163.0
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;3732169 / CLINICA DO CORACAO;SUDOESTE I;CARDIOLOGIA;CARDIOLOGIA PEDIÁTRICA;ALTA;24.0;0.0;0.0;0;0.0;13.0;13;0.0;0.0;26.89
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;3865800 / HEMOCLINICA;SUDOESTE I;HEMATOLOGIA;HEMATOLOGIA GERAL;ALTA;80.0;1.0;1.25;1;0.0;65.0;49;13.0;20.0;4.37
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;3865894 / CEO CENTRO DE ESPECIALIDADES ODONTOLOGICAS;SUDOESTE I;ODONTOLOGIA;ODONTOLOGIA ENDODONTIA;ALTA;380.0;277.0;72.89;4;71.84;99.0;0;1.0;1.01;93.3
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;3865894 / CEO CENTRO DE ESPECIALIDADES ODONTOLOGICAS;SUDOESTE I;ODONTOLOGIA;ODONTOLOGIA GERAL;ALTA;323.0;240.0;74.3;5;72.76;81.0;0;1.0;1.23;60.75
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;3865894 / CEO CENTRO DE ESPECIALIDADES ODONTOLOGICAS;SUDOESTE I;ODONTOLOGIA;ODONTOLOGIA ODONTOPEDIATRIA;ALTA;200.0;181.0;90.5;4;88.5;19.0;0;0.0;0.0;91.54
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;3865894 / CEO CENTRO DE ESPECIALIDADES ODONTOLOGICAS;SUDOESTE I;ODONTOLOGIA;ODONTOLOGIA ORTODONTIA;ALTA;240.0;198.0;82.5;0;82.5;42.0;0;0.0;0.0;4.9
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;3865894 / CEO CENTRO DE ESPECIALIDADES ODONTOLOGICAS;SUDOESTE I;ODONTOLOGIA;ODONTOLOGIA PERIODONTIA;ALTA;300.0;252.0;84.0;4;82.67;48.0;0;0.0;0.0;2.67
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;3865894 / CEO CENTRO DE ESPECIALIDADES ODONTOLOGICAS;SUDOESTE I;ODONTOLOGIA;ODONTOLOGIA PPNE ADULTO;ALTA;200.0;124.0;62.0;0;62.0;1.0;0;0.0;0.0;18.25
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;3865894 / CEO CENTRO DE ESPECIALIDADES ODONTOLOGICAS;SUDOESTE I;ODONTOLOGIA;ODONTOLOGIA PRÓTESE;ALTA;540.0;506.0;93.7;0;93.7;34.0;0;1.0;2.94;82.74
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;3925579 / ANGIOCOR;SUDOESTE I;ANGIOLOGIA;ANGIOLOGIA GERAL;ALTA;64.0;0.0;0.0;0;0.0;64.0;11;2.0;3.13;131.59
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;3963829 / CENTRO DE TRATAMENTO OCULAR DE RIO VERDE CTO;SUDOESTE I;OFTALMOLOGIA;OFTALMOLOGIA GERAL;ALTA;56.0;0.0;0.0;0;0.0;51.0;17;14.0;27.45;40.29
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;4135296 / INNOVA OFTALMOLOGIA E ESPECIALIDADES MEDICAS;SUDOESTE I;OFTALMOLOGIA;OFTALMOLOGIA GERAL;MEDIA;150.0;3.0;2.0;3;0.0;134.0;112;22.0;16.42;37.94
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;4181727 / HOSPITAL DE OLHOS;ENTORNO SUL;OFTALMOLOGIA;OFTALMOLOGIA CATARATA;ALTA;306.0;26.0;8.5;26;0.0;280.0;171;36.0;12.86;1.64
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;4181727 / HOSPITAL DE OLHOS;ENTORNO SUL;OFTALMOLOGIA;OFTALMOLOGIA PTERIGIO;ALTA;368.0;19.0;5.16;19;0.0;349.0;183;57.0;16.33;10.23
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;4261682 / HOSPITAL MATERNO INFANTIL AUGUSTA BASTOS;SUDOESTE I;CIRURGIA PEDIATRICA;CIRURGIA PEDIATRICA GERAL;ALTA;47.0;1.0;2.13;1;0.0;44.0;40;4.0;9.09;20.7
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;4261682 / HOSPITAL MATERNO INFANTIL AUGUSTA BASTOS;SUDOESTE I;FONOAUDIOLOGIA;FONOAUDIOLOGIA GERAL;ALTA;200.0;200.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;4261682 / HOSPITAL MATERNO INFANTIL AUGUSTA BASTOS;SUDOESTE I;OBSTETRÍCIA;OBSTETRÍCIA PRÉ NATAL DE ALTO RISCO;ALTA;156.0;6.0;3.85;6;0.0;130.0;97;33.0;25.38;13.37
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;4261682 / HOSPITAL MATERNO INFANTIL AUGUSTA BASTOS;SUDOESTE I;PEDIATRIA;PEDIATRIA GERAL;ALTA;12.0;3.0;25.0;3;0.0;9.0;5;4.0;44.44;4.0
2026/02;;4261682 / HOSPITAL MATERNO INFANTIL AUGUSTA BASTOS;SUDOESTE I;PEDIATRIA;PEDIATRIA PUERICULTURA;ALTA;1.0;0.0;0.0;0;0.0;1.0;0;0.0;0.0;0.0
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;4261682 / HOSPITAL MATERNO INFANTIL AUGUSTA BASTOS;SUDOESTE I;PEDIATRIA;PEDIATRIA PUERICULTURA;ALTA;8.0;6.0;75.0;6;0.0;2.0;1;1.0;50.0;1.0
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;427470 / VLADIMIR BATTAGIN LIMITADA;SUDOESTE I;UROLOGIA;UROLOGIA GERAL;ALTA;45.0;0.0;0.0;0;0.0;24.0;17;7.0;29.17;19.12
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;4319109 / CENTRO DE GENETICA HUMANA CEGH ICB;CENTRAL;BIOMEDICO;BIOMÉDICO GOIAS TODO ROSA  ACONSELHAMENTO GENÉTICO;MEDIA;80.0;51.0;63.75;11;50.0;29.0;24;4.0;13.79;8.25
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;4374770 / CLINICA DA FAMILIA LARISSA ARAUJO SILVA;SUDOESTE I;FISIOTERAPIA;FISIOTERAPIA GERAL;ALTA;2874.0;2459.0;85.56;11;85.18;415.0;308;107.0;25.78;35.41
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;4374770 / CLINICA DA FAMILIA LARISSA ARAUJO SILVA;SUDOESTE I;ODONTOLOGIA;ODONTOLOGIA ENDODONTIA;ALTA;180.0;139.0;77.22;3;75.56;41.0;0;1.0;2.44;79.18
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;CARDIOLOGIA;CARDIOLOGIA GERAL;MEDIA;200.0;37.0;18.5;37;0.0;163.0;134;26.0;15.95;5.05
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;COLOPROCTOLOGIA;COLOPROCTOLOGIA GERAL;MEDIA;40.0;0.0;0.0;0;0.0;40.0;27;13.0;32.5;43.25
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;DERMATOLOGIA;DERMATOLOGIA GERAL;MEDIA;111.0;3.0;2.7;3;0.0;108.0;58;50.0;46.3;111.5
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;ENDOCRINOLOGIA E METABOLOGIA;ENDOCRINOLOGIA E METABOLOGIA GERAL;MEDIA;234.0;14.0;5.98;14;0.0;220.0;159;61.0;27.73;5.6
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;GASTROENTEROLOGIA;GASTROENTEROLOGIA GERAL;MEDIA;54.0;0.0;0.0;0;0.0;54.0;32;22.0;40.74;26.5
