Mês;Especialidade;Dias em fila;Em fila;Tempo médio de espera (Dias);Procedimentos realizados
2026/08;CIRURGIA TORÁCICA/3;189;4;47.25;0
2025/01;CIRURGIA DE CABEÇA E PESCOÇO/2;714;3;238.0;0
2023/08;CIRURGIA VASCULAR/7;395;5;79.0;0
2023/03;COLOPROCTOLOGIA/3;203;6;33.83;0
2026/01;ONCOLOGIA/CIRURGIA GERAL;416;19;21.89;0
2024/10;CIRURGIA VASCULAR/4;301;9;33.44;0
2023/12;CIRURGIA VASCULAR/3;237;1;237.0;0
2026/08;ORTOPEDIA/OMBRO E COTOVELO;93;5;18.6;0
2025/06;COLOPROCTOLOGIA/1;1277;20;63.85;0
2023/11;CIRURGIA CARDÍACA - ADULTO/CIRURGIA CARDÍACA;206;2;103.0;0
2023/03;CIRURGIA GERAL/8;20;8;2.5;0
2025/07;ORTOPEDIA/MÃO;11550;78;148.08;0
2024/09;ORTOPEDIA/MÃO;12964;47;275.83;0
2025/05;CIRURGIA GERAL/7;1634;5;326.8;0
2024/10;CIRURGIA CARDÍACA - ADULTO;385;15;25.67;22
2024/08;CIRURGIA GERAL/2;245;13;18.85;0
2023/08;ORTOPEDIA/PÉ/TORNOZELO;1948;33;59.03;0
2024/12;UROLOGIA/5;693;10;69.3;0
2023/05;CIRURGIA GERAL/4;748;25;29.92;0
2024/03;CIRURGIA VASCULAR/1;0;10;0.0;0
2025/11;MASTOLOGIA/3;331;14;23.64;0
2023/08;GINECOLOGIA/7;146;1;146.0;0
2024/09;CIRURGIA GERAL;25856;997;25.93;1156
2026/07;OFTALMOLOGIA/OD;26882;413;65.09;0
2024/06;GINECOLOGIA/5;27;1;27.0;0
2024/09;OTORRINOLARINGOLOGIA/OUVIDO 2;566;2;283.0;0
2023/04;ORTOPEDIA/FIXADOR EXTERNO;77;4;19.25;0
2026/04;NEUROCIRURGIA;126;1;126.0;22
2023/06;ONCOLOGIA/GINECOLOGIA;32;4;8.0;0
2024/12;ORTOPEDIA/TUMOR;590;11;53.64;0
2024/01;ORTOPEDIA/PEDIÁTRICA GERAL;358;1;358.0;0
2026/07;CIRURGIA TORÁCICA/2;17;2;8.5;0
2024/03;CIRURGIA PLÁSTICA/6;1892;6;315.33;0
2024/11;ORTOPEDIA/PÉ/TORNOZELO;2167;41;52.85;0
2026/02;GINECOLOGIA/6;576;9;64.0;0
2026/02;ORTOPEDIA/REVISÃO JOELHO;834;2;417.0;0
2024/07;CIRURGIA GERAL/8;4;7;0.57;0
2023/03;CIRURGIA VASCULAR/4;75;11;6.82;0
2024/07;CIRURGIA VASCULAR/6;69;5;13.8;0
2023/04;CIRURGIA PEDIÁTRICA/2;86;1;86.0;0
2024/08;ORTOPEDIA/MÃO;7895;36;219.31;0
2026/07;ORTOPEDIA/3;24;3;8.0;0
2025/03;NEUROCIRURGIA;18;1;18.0;31
2024/06;ORTOPEDIA/3;17;5;3.4;0
2026/09;CIRURGIA GERAL/3;9358;126;74.27;0
2025/05;ORTOPEDIA/QUADRIL;9025;69;130.8;0
2023/06;ORTOPEDIA/RETIRADA;119;6;19.83;0
2023/10;ORTOPEDIA/9;559;14;39.93;0
2024/09;ORTOPEDIA/JOELHO (ATJ);734;2;367.0;0
2026/01;CIRURGIA VASCULAR/GERAL;3028;25;121.12;0
2025/06;ORTOPEDIA/PEDIÁTRICA GERAL;1373;21;65.38;0
2023/07;UROLOGIA/RETIRADA;493;48;10.27;0
2024/12;ORTOPEDIA/OMBRO;624;30;20.8;0
2024/10;NEUROCIRURGIA;41;1;41.0;27
2025/05;CIRURGIA VASCULAR/3;2191;10;219.1;0
2025/12;ORTOPEDIA/9;3653;12;304.42;0
2023/05;CIRURGIA GERAL/2;53;19;2.79;0
2023/11;CERFIS/1;33;4;8.25;0
2024/01;CIRURGIA PLÁSTICA/10;255;3;85.0;0
2025/03;CIRURGIA GERAL/ESTOMAGO E INTESTINOS;196;44;4.45;0
2023/09;OTORRINOLARINGOLOGIA;1148;43;26.7;129
2025/05;COLOPROCTOLOGIA/1;549;11;49.91;0
2025/03;CIRURGIA GERAL/FIGADO E VIAS BILIARES;3888;67;58.03;0
2023/12;CIRURGIA VASCULAR/4;876;16;54.75;0
2026/06;CIRURGIA GERAL/5;336;2;168.0;0
2024/04;CIRURGIA DE CABEÇA E PESCOÇO/2;2765;12;230.42;0
2025/06;NEUROCIRURGIA/2;851;5;170.2;0
2023/08;ORTOPEDIA/COLUNA (DEFORMIDADES);49;3;16.33;0
2023/02;COLOPROCTOLOGIA;0;1;0.0;31
2026/04;CIRURGIA PEDIÁTRICA;2881;30;96.03;83
2026/06;CIRURGIA GERAL/ESTOMAGO E INTESTINOS;535;38;14.08;0
2025/04;OFTALMOLOGIA/AMBULATORIAL - OD;10135;234;43.31;0
2023/06;OTORRINOLARINGOLOGIA/LARINGE;76;1;76.0;0
2024/02;CIRURGIA PEDIÁTRICA;486;29;16.76;155
2025/06;ORTOPEDIA/1;606;54;11.22;0
2024/11;OTORRINOLARINGOLOGIA/LARINGE;768;7;109.71;0
2023/04;OTORRINOLARINGOLOGIA/3;230;9;25.56;0
2026/06;CIRURGIA PLÁSTICA/8;1224;5;244.8;0
2025/01;CIRURGIA CARDÍACA - ADULTO;344;9;38.22;11
2026/01;CIRURGIA PLÁSTICA/1;214;2;107.0;0
2026/09;OFTALMOLOGIA/AO;120358;499;241.2;0
2024/11;ORTOPEDIA/JOELHO (ATJ);3558;11;323.45;0
2025/11;OTORRINOLARINGOLOGIA/2;780;5;156.0;0
2024/03;OFTALMOLOGIA/CATARATA OD;853;144;5.92;0
2025/06;GINECOLOGIA/4;78;2;39.0;0
2026/04;CIRURGIA VASCULAR/1;151;1;151.0;0
2024/04;OFTALMOLOGIA/PTERIGIO OE;175;116;1.51;0
2024/12;CIRURGIA CARDÍACA - ADULTO/CIRURGIA CARDÍACA;13839;35;395.4;0
2025/11;OTORRINOLARINGOLOGIA/OUVIDO 2;131;1;131.0;0
2025/11;CIRURGIA PLÁSTICA/2;46;1;46.0;0
2025/03;CIRURGIA PEDIÁTRICA/2;332;8;41.5;0
2026/05;OTORRINOLARINGOLOGIA/1;4502;17;264.82;0
2025/10;CIRURGIA PEDIÁTRICA/3;23;2;11.5;0
2024/02;ORTOPEDIA/10;239;2;119.5;0
2026/03;OTORRINOLARINGOLOGIA/OUVIDO 3;187;3;62.33;0
2024/03;ORTOPEDIA/OMBRO;5375;97;55.41;0
2024/10;UROLOGIA/TRANSPLANTE RENAL 1;0;1;0.0;0
2023/04;CIRURGIA PEDIÁTRICA/3;161;4;40.25;0
2025/09;OTORRINOLARINGOLOGIA/CIRURGIAS PLÁSTICAS;124;3;41.33;0
2025/08;CARDIOLOGIA;151;1;151.0;1
2024/02;OTORRINOLARINGOLOGIA/LARINGE;129;1;129.0;0
2023/06;CIRURGIA PLÁSTICA/10;196;3;65.33;0
2023/04;OTORRINOLARINGOLOGIA/CAVIDADE ORAL;491;25;19.64;0
2023/12;CIRURGIA PLÁSTICA/9;228;1;228.0;0
2025/11;ORTOPEDIA/JOELHO (ATJ);13445;23;584.57;0
2023/02;CIRURGIA GERAL/6;36;3;12.0;0
2024/12;UROLOGIA/2;1758;11;159.82;0
2024/05;NEUROCIRURGIA/4;327;4;81.75;0
2026/08;CIRURGIA GERAL/7;3330;11;302.73;0
2023/06;CIRURGIA PLÁSTICA/4;97;1;97.0;0
2024/09;GINECOLOGIA/GERAL;2489;39;63.82;0
2023/02;CIRURGIA PEDIÁTRICA/3;36;2;18.0;0
2023/10;CIRURGIA VASCULAR/4;526;14;37.57;0
2026/03;ORTOPEDIA/9;3997;16;249.81;0
2026/05;ORTOPEDIA/QUADRIL;3083;50;61.66;0
2026/07;CIRURGIA GERAL;36741;901;40.78;1154
2023/01;ORTOPEDIA/2;52;7;7.43;0
2024/04;OTORRINOLARINGOLOGIA/OUVIDO 1;2021;11;183.73;0
2023/06;CERFIS/1;236;12;19.67;0
2024/11;ORTOPEDIA/4;1019;12;84.92;0
2025/05;ORTOPEDIA/12;539;1;539.0;0
2025/07;ORTOPEDIA/2;779;24;32.46;0
2025/04;CIRURGIA GERAL/10;689;3;229.67;0
2024/10;CERFIS/1;329;8;41.13;0
2026/01;OTORRINOLARINGOLOGIA/2;981;4;245.25;0
2023/05;UROLOGIA/2;580;27;21.48;0
2026/09;ORTOPEDIA/11;19960;26;767.69;0
2025/04;OTORRINOLARINGOLOGIA/4;339;2;169.5;0
2025/01;CIRURGIA TORÁCICA;102;1;102.0;4
2024/11;ORTOPEDIA/TUMOR;1253;9;139.22;0
2024/05;CIRURGIA CARDÍACA - ADULTO/GERAL;1431;3;477.0;0
2023/10;ORTOPEDIA/REVISÃO JOELHO;10;1;10.0;0
2026/02;OFTALMOLOGIA/OD;17713;477;37.13;0
2026/07;CIRURGIA VASCULAR/5;443;2;221.5;0
2024/11;ORTOPEDIA/7;222;4;55.5;0
2026/02;OFTALMOLOGIA/AMBULATORIAL - OE;19378;188;103.07;0
2025/04;ORTOPEDIA/COTOVELO;74;7;10.57;0
2026/08;CIRURGIA PEDIÁTRICA/1;2859;74;38.64;0
2024/02;ORTOPEDIA/FIXADOR EXTERNO;315;22;14.32;0
2023/10;COLOPROCTOLOGIA/3;86;2;43.0;0
2025/01;GINECOLOGIA/HISTERECTOMIA;75;4;18.75;0
2024/08;OTORRINOLARINGOLOGIA/3;622;4;155.5;0
2026/07;OFTALMOLOGIA/HOSPITALAR - OE;1559;8;194.88;0
2023/04;ONCOLOGIA/MASTOLOGIA;12;3;4.0;0
2025/10;NEUROCIRURGIA/3;30;1;30.0;0
2026/01;CIRURGIA GERAL;41013;907;45.22;1045
2026/03;OFTALMOLOGIA/AO;5212;41;127.12;0
2023/11;CIRURGIA CARDÍACA - ADULTO/GERAL;259;1;259.0;0
2025/10;ORTOPEDIA/RETIRADA DE MATERIAL;2185;14;156.07;0
2024/01;ORTOPEDIA/4;955;7;136.43;0
2023/07;OFTALMOLOGIA/CATARATA OD;364;100;3.64;0
2024/08;CIRURGIA CARDÍACA - ADULTO/CIRURGIA CARDÍACA;9433;18;524.06;0
2024/05;UROLOGIA/LITIASE;930;21;44.29;0
2023/05;BUCOMAXILOFACIAL/ORTOGNÁTICA;370;8;46.25;0
2024/09;UROLOGIA/LITIASE;721;14;51.5;0
2026/02;PROGRAMA TRANSEXUALIZADOR/CIRURGIA PLÁSTICA;1527;6;254.5;0
2023/10;GINECOLOGIA/HISTERECTOMIA;995;14;71.07;0
2025/04;CIRURGIA PLÁSTICA/3;64;1;64.0;0
2025/07;ORTOPEDIA/10;1246;2;623.0;0
2026/03;CIRURGIA PEDIÁTRICA/3;147;1;147.0;0
2023/01;CIRURGIA VASCULAR/4;19;7;2.71;0
2023/12;OTORRINOLARINGOLOGIA/LARINGE;211;2;105.5;0
2026/01;CIRURGIA CARDÍACA - ADULTO/MARCAPASSO;33;4;8.25;0
2025/06;ORTOPEDIA/3;938;3;312.67;0
2026/07;ORTOPEDIA/COLUNA (BLOQUEIOS);416;16;26.0;0
2023/09;UROLOGIA/5;1106;19;58.21;0
2024/09;CIRURGIA GERAL/10;582;1;582.0;0
2025/02;GINECOLOGIA/8;505;1;505.0;0
2025/02;ORTOPEDIA/10;1743;3;581.0;0
2026/06;ORTOPEDIA/FIXADOR EXTERNO;284;16;17.75;0
2025/08;CIRURGIA VASCULAR/4;287;10;28.7;0
2024/07;GINECOLOGIA/6;1984;7;283.43;0
2025/11;GINECOLOGIA/9;224;1;224.0;0
2025/09;GINECOLOGIA/GERAL;4443;44;100.98;0
2026/07;OTORRINOLARINGOLOGIA;6996;97;72.12;191
2023/10;ORTOPEDIA/OMBRO;3231;83;38.93;0
2026/06;CIRURGIA VASCULAR/GERAL;3532;63;56.06;0
2024/01;CIRURGIA GERAL/2;823;15;54.87;0
2024/11;ORTOPEDIA/10;941;2;470.5;0
2025/01;UROLOGIA/8;1013;10;101.3;0
2024/10;OTORRINOLARINGOLOGIA/IMPLANTE COCLEAR;2506;8;313.25;0
2024/07;ORTOPEDIA/PÉ/TORNOZELO;946;29;32.62;0
2025/11;NEUROCIRURGIA/4;1405;10;140.5;0
2026/09;CIRURGIA PEDIÁTRICA;72773;200;363.87;104
2025/09;GINECOLOGIA;36328;431;84.29;451
2023/01;CIRURGIA PEDIÁTRICA/1;27;4;6.75;0
2023/06;CIRURGIA CARDÍACA - ADULTO/GERAL;227;2;113.5;0
2025/04;OTORRINOLARINGOLOGIA/CAVIDADE ORAL;580;19;30.53;0
2026/07;UROLOGIA/LITIASE;1992;23;86.61;0
2026/01;ORTOPEDIA/1;1738;91;19.1;0
2026/01;ORTOPEDIA/4;3092;13;237.85;0
2024/03;CIRURGIA VASCULAR/GERAL;7393;47;157.3;0
2026/06;ORTOPEDIA/RETIRADA DE FIXADOR EXTERNO;1477;29;50.93;0
2024/02;ORTOPEDIA/JOELHO;5;2;2.5;0
2024/08;CIRURGIA VASCULAR/MUTIRÃO;1127;32;35.22;0
2024/10;OTORRINOLARINGOLOGIA/2;317;4;79.25;0
2024/08;CIRURGIA VASCULAR/6;1037;5;207.4;0
2025/02;ORTOPEDIA;25295;553;45.74;982
2023/10;OTORRINOLARINGOLOGIA/4;425;2;212.5;0
2024/06;BUCOMAXILOFACIAL;27;3;9.0;24
2026/04;UROLOGIA/LITIASE;312;9;34.67;0
2023/06;UROLOGIA/4;79;5;15.8;0
2026/08;CIRURGIA GERAL;42539;985;43.19;1246
2023/06;OTORRINOLARINGOLOGIA/1;173;9;19.22;0
2023/11;ORTOPEDIA/TUMOR;640;12;53.33;0
2025/10;PCCO - BARIATRICA;668;24;27.83;23
2023/04;ONCOLOGIA/CIRURGIA GERAL;354;35;10.11;0
2025/05;CIRURGIA CARDÍACA - ANGIOPLASTIA;428;28;15.29;28
2025/06;ORTOPEDIA/5;3637;6;606.17;0
2024/12;CERFIS/1;122;5;24.4;0
2025/03;OFTALMOLOGIA/CATARATA OE;331;121;2.74;0
2025/05;ORTOPEDIA/9;107;2;53.5;0
2023/09;UROLOGIA/1;372;19;19.58;0
2024/02;UROLOGIA/2;2575;26;99.04;0
2024/08;GASTROENTEROLOGIA;349;4;87.25;3
2024/08;ORTOPEDIA/JOELHO (ATJ);758;5;151.6;0
2023/08;ORTOPEDIA/QUADRIL;6808;101;67.41;0
2024/08;OTORRINOLARINGOLOGIA/NARIZ 2;165;6;27.5;0
2025/03;ORTOPEDIA/PEDIÁTRICA GERAL;7054;35;201.54;0
2025/08;ORTOPEDIA/7;605;5;121.0;0
2025/06;CIRURGIA PLÁSTICA/8;1200;9;133.33;0
2023/12;UROLOGIA/TRANSPLANTE RENAL 1;0;3;0.0;0
2025/01;ORTOPEDIA/RETIRADA DE MATERIAL SÍNTESE;442;30;14.73;0
2024/10;UROLOGIA/3;5348;29;184.41;0
2025/07;ORTOPEDIA/6;22;2;11.0;0
2023/11;GINECOLOGIA/HISTERECTOMIA;751;11;68.27;0
2024/12;CIRURGIA GERAL/GERAL;2732;77;35.48;0
2025/06;GINECOLOGIA/6;2449;11;222.64;0
2024/06;COLOPROCTOLOGIA/3;895;7;127.86;0
2026/01;PROGRAMA TRANSEXUALIZADOR/GINECOLOGIA;569;10;56.9;0
2025/03;GINECOLOGIA/2;347;5;69.4;0
2026/09;UROLOGIA/LITIASE;15890;77;206.36;0
2024/05;CIRURGIA GERAL/GERAL;163;4;40.75;0
2025/07;COLOPROCTOLOGIA/2;359;4;89.75;0
2026/08;UROLOGIA/4;1048;6;174.67;0
2025/04;ORTOPEDIA/TUMOR;351;7;50.14;0
2024/04;COLOPROCTOLOGIA/1;599;18;33.28;0
2025/03;ORTOPEDIA/GERAL;1206;30;40.2;0
2025/11;OFTALMOLOGIA/HOSPITALAR - OD;1636;13;125.85;0
2024/05;OFTALMOLOGIA/PTERIGIO OE;126;118;1.07;0
2024/05;MASTOLOGIA/3;220;16;13.75;0
2026/05;NEUROCIRURGIA/2;90;1;90.0;0
2025/10;ORTOPEDIA/REVISÃO QUADRIL;616;2;308.0;0
2025/08;CIRURGIA TORÁCICA;53;1;53.0;9
2026/03;ORTOPEDIA/7;796;5;159.2;0
2024/02;UROLOGIA/4;22;1;22.0;0
2023/03;ONCOLOGIA;631;23;27.43;53
2026/02;CERFIS/2;133;9;14.78;0
2025/08;COLOPROCTOLOGIA/2;84;3;28.0;0
2024/05;UROLOGIA/GERAL;7138;45;158.62;0
2023/10;CIRURGIA CARDÍACA - PEDIATRICA/CIRURGIA CARDÍACA;594;6;99.0;0
2024/04;GINECOLOGIA/HISTERECTOMIA;38;4;9.5;0
2025/09;GINECOLOGIA/4;315;4;78.75;0
2025/11;CIRURGIA PLÁSTICA/GERAL;182;3;60.67;0
2024/06;CIRURGIA CARDÍACA - ADULTO/GERAL;1902;4;475.5;0
2026/07;UROLOGIA/2;1838;16;114.88;0
2024/05;GINECOLOGIA/3;762;5;152.4;0
2023/02;MASTOLOGIA;30;1;30.0;11
2026/08;CIRURGIA TORÁCICA/1;51;1;51.0;0
2025/09;NEUROCIRURGIA/4;87;1;87.0;0
2024/10;UROLOGIA/6;2451;7;350.14;0
2026/05;GASTROENTEROLOGIA;90;3;30.0;3
2025/08;CIRURGIA TORÁCICA/4;53;1;53.0;0
2023/04;COLOPROCTOLOGIA/4;0;3;0.0;0
2023/12;CIRURGIA GERAL/6;36;1;36.0;0
2024/05;GINECOLOGIA/2;627;7;89.57;0
2024/06;OTORRINOLARINGOLOGIA/LARINGE;225;2;112.5;0
2024/10;GINECOLOGIA/6;3281;15;218.73;0
2026/03;UROLOGIA/6;1273;2;636.5;0
2023/04;CIRURGIA GERAL/5;39;7;5.57;0
2026/05;ORTOPEDIA/OMBRO E COTOVELO;12;2;6.0;0
2026/06;GINECOLOGIA/HISTERECTOMIA;1047;4;261.75;0
2024/11;ONCOLOGIA/DERMATOLOGIA;2449;34;72.03;0
2026/07;CIRURGIA GERAL/6;249;5;49.8;0
2024/11;ORTOPEDIA;29249;671;43.59;984
2026/05;UROLOGIA/8;1637;12;136.42;0
2026/07;CIRURGIA PLÁSTICA/1;1649;9;183.22;0
2025/02;OTORRINOLARINGOLOGIA/1;586;13;45.08;0
2024/03;ONCOLOGIA/GINECOLOGIA;152;9;16.89;0
2024/03;CIRURGIA VASCULAR/7;133;3;44.33;0
2023/02;CIRURGIA CARDÍACA - ADULTO/GERAL;51;2;25.5;0
2025/10;ORTOPEDIA/7;1;1;1.0;0
2026/07;CIRURGIA GERAL/3;3974;52;76.42;0
2023/02;COLOPROCTOLOGIA/4;0;1;0.0;0
2025/07;OFTALMOLOGIA/HOSPITALAR - OE;346;4;86.5;0
2024/01;DERMATOLOGIA;507;13;39.0;13
2024/09;NEUROCIRURGIA/2;394;4;98.5;0
2024/10;ORTOPEDIA/8;2195;5;439.0;0
2025/10;ORTOPEDIA/PEDIÁTRICA GERAL;1698;23;73.83;0
2023/07;CIRURGIA GERAL/6;179;11;16.27;0
2025/12;CIRURGIA GERAL/6;318;6;53.0;0
2023/06;UROLOGIA/RETIRADA;693;67;10.34;0
2023/08;CIRURGIA VASCULAR/GERAL;4876;47;103.74;0
2023/11;NEUROCIRURGIA/1;2155;16;134.69;0
2025/10;OTORRINOLARINGOLOGIA/LARINGE;1699;5;339.8;0
2023/07;CIRURGIA PEDIÁTRICA/3;1552;13;119.38;0
2023/01;ORTOPEDIA/MÃO;91;36;2.53;0
2024/11;BUCOMAXILOFACIAL/GERAL;1220;24;50.83;0
2026/06;CIRURGIA DE CABEÇA E PESCOÇO;162;6;27.0;14
2024/07;ORTOPEDIA/6;535;4;133.75;0
2024/01;CIRURGIA CARDÍACA - ADULTO/CIRURGIA CARDÍACA;60;1;60.0;0
2025/11;MASTOLOGIA;25;2;12.5;20
2023/10;ORTOPEDIA/COLUNA (ARTRODESE);643;14;45.93;0
2026/02;ORTOPEDIA/QUADRIL PEDIÁTRICA;766;4;191.5;0
2025/01;CIRURGIA PLÁSTICA/6;836;6;139.33;0
2026/09;ORTOPEDIA/QUADRIL;69110;244;283.24;0
2024/11;NEUROCIRURGIA/2;135;3;45.0;0
2025/01;OTORRINOLARINGOLOGIA/OUVIDO 2;1819;6;303.17;0
2025/07;CIRURGIA TORÁCICA/1;33;1;33.0;0
2024/07;OTORRINOLARINGOLOGIA/3;1539;9;171.0;0
2024/12;CIRURGIA DE CABEÇA E PESCOÇO/2;1413;5;282.6;0
2025/05;OTORRINOLARINGOLOGIA;9660;61;158.36;109
2024/09;UROLOGIA/7;1041;3;347.0;0
2025/09;UROLOGIA/LITIASE;808;15;53.87;0
2026/05;GINECOLOGIA/GERAL;1716;35;49.03;0
2026/05;DERMATOLOGIA;484;5;96.8;4
2026/08;CIRURGIA PLÁSTICA/1;3798;12;316.5;0
2024/02;OTORRINOLARINGOLOGIA;1378;48;28.71;133
2026/01;ORTOPEDIA/JOELHO (ARTROSCOPIAS);10950;59;185.59;0
2026/03;ORTOPEDIA/COLUNA (ARTRODESE);4438;15;295.87;0
2025/05;COLOPROCTOLOGIA/2;1002;7;143.14;0
2024/01;CIRURGIA PLÁSTICA/8;424;4;106.0;0
2024/09;UROLOGIA/RETIRADA DE DUPLO J;1359;92;14.77;0
2025/12;GINECOLOGIA/2;1112;8;139.0;0
2024/02;ORTOPEDIA/RETIRADA;2297;18;127.61;0
2024/04;CIRURGIA VASCULAR/1;0;16;0.0;0
2026/05;ORTOPEDIA/9;1573;3;524.33;0
2025/07;CIRURGIA CARDÍACA - ANGIOPLASTIA;537;19;28.26;16
2026/01;CIRURGIA GERAL/1;284;3;94.67;0
2025/02;ONCOLOGIA/GINECOLOGIA;776;20;38.8;0
2025/09;UROLOGIA/2;669;10;66.9;0
2026/03;ORTOPEDIA/ARTROPLASTIA;490;2;245.0;0
2025/08;ORTOPEDIA/COLUNA (BLOQUEIOS);679;10;67.9;0
2023/07;ORTOPEDIA/QUADRIL;2049;82;24.99;0
2023/09;ORTOPEDIA/9;506;14;36.14;0
2024/11;ORTOPEDIA/PLEXO BRAQUIAL;72;1;72.0;0
2025/05;CIRURGIA PLÁSTICA/4;451;2;225.5;0
2025/05;OFTALMOLOGIA/HOSPITALAR - OE;414;12;34.5;0
2025/04;OFTALMOLOGIA/HOSPITALAR - OD;367;16;22.94;0
2023/06;OTORRINOLARINGOLOGIA/OUVIDO 1;140;4;35.0;0
2025/12;ORTOPEDIA/QUADRIL;7667;54;141.98;0
2026/01;CIRURGIA VASCULAR;18238;158;115.43;179
2024/02;ONCOLOGIA/CIRURGIA GERAL;288;24;12.0;0
2026/05;CIRURGIA PEDIÁTRICA/1;1302;52;25.04;0
2023/12;ORTOPEDIA/2;258;11;23.45;0
2024/04;CIRURGIA CARDÍACA - ADULTO/GERAL;447;1;447.0;0
2023/09;OTORRINOLARINGOLOGIA/IMPLANTE COCLEAR;145;1;145.0;0
2024/12;GINECOLOGIA/GERAL;2217;18;123.17;0
2026/05;OFTALMOLOGIA/HOSPITALAR - OD;2129;11;193.55;0
2024/08;NEUROCIRURGIA/2;52;1;52.0;0
2023/10;ONCOLOGIA/DERMATOLOGIA;178;19;9.37;0
2025/05;NEUROCIRURGIA/2;436;3;145.33;0
2023/01;ODONTOLOGIA PARA PACIENTES COM NECESSIDADES ESPECIAIS;16;4;4.0;4
2023/06;BUCOMAXILOFACIAL;51;7;7.29;15
2024/11;BUCOMAXILOFACIAL;118;9;13.11;35
2025/10;ORTOPEDIA/3;103;5;20.6;0
2025/05;CIRURGIA GERAL/5;139;3;46.33;0
2024/09;ORTOPEDIA/RETIRADA DE MATERIAL;1145;4;286.25;0
2024/04;COLOPROCTOLOGIA/3;880;6;146.67;0
2024/10;OFTALMOLOGIA/AO;1600;39;41.03;0
2025/04;ONCOLOGIA/DERMATOLOGIA;748;53;14.11;0
2023/07;CIRURGIA PEDIÁTRICA/2;763;8;95.38;0
2025/04;NEUROCIRURGIA/3;53;2;26.5;0
2024/08;MASTOLOGIA;504;18;28.0;39
2025/07;CIRURGIA PLÁSTICA/GERAL;57;1;57.0;0
2026/06;OTORRINOLARINGOLOGIA/1;7844;29;270.48;0
2025/02;NEUROCIRURGIA/2;308;5;61.6;0
2025/10;ONCOLOGIA;3816;77;49.56;152
2025/05;ONCOLOGIA/MASTOLOGIA;81;3;27.0;0
2026/09;CIRURGIA GERAL/ESTOMAGO E INTESTINOS;523;32;16.34;0
2024/08;OFTALMOLOGIA/OD;19160;503;38.09;0
2025/02;CIRURGIA GERAL/7;3642;8;455.25;0
2025/07;OTORRINOLARINGOLOGIA/1;829;13;63.77;0
2023/11;CIRURGIA GERAL/PAREDE E CAVIDADE ABDOMINAL;2582;62;41.65;0
2025/01;CIRURGIA PLÁSTICA/10;6227;11;566.09;0
2023/09;CIRURGIA GERAL/3;1401;43;32.58;0
2024/09;ONCOLOGIA/CIRURGIA GERAL;352;17;20.71;0
2024/01;OTORRINOLARINGOLOGIA/4;662;3;220.67;0
2024/06;ONCOLOGIA/GINECOLOGIA;281;10;28.1;0
2026/09;GINECOLOGIA/6;1811;48;37.73;0
2023/11;GINECOLOGIA/6;1570;7;224.29;0
2026/02;UROLOGIA/TROCA DE DUPLO J;3148;54;58.3;0
2024/11;ORTOPEDIA/JOELHO (ARTROSCOPIAS);10701;42;254.79;0
2026/04;GINECOLOGIA/1;237;1;237.0;0
2026/06;CIRURGIA TORÁCICA/2;81;5;16.2;0
2024/02;UROLOGIA/RETIRADA;2587;93;27.82;0
2023/04;UROLOGIA/5;542;16;33.88;0
2024/10;UROLOGIA/5;1062;12;88.5;0
2023/12;CIRURGIA GERAL/PAREDE E CAVIDADE ABDOMINAL;1625;53;30.66;0
2025/09;OFTALMOLOGIA/CATARATA OE;648;122;5.31;0
2025/08;NEUROCIRURGIA/1;849;3;283.0;0
2025/11;DERMATOLOGIA;235;15;15.67;14
2026/03;CERFIS/1;5;1;5.0;0
2025/10;OTORRINOLARINGOLOGIA/CAVIDADE ORAL;422;16;26.38;0
2024/12;CIRURGIA GERAL/5;825;7;117.86;0
2025/12;BUCOMAXILOFACIAL/GERAL;1286;20;64.3;0
2025/11;CIRURGIA VASCULAR/2;121;8;15.13;0
2024/06;OFTALMOLOGIA/PTERIGIO OE;247;120;2.06;0
2026/05;ORTOPEDIA/JOELHO (ATJ);14226;18;790.33;0
2025/08;UROLOGIA/LITIASE;579;17;34.06;0
2024/11;CIRURGIA GERAL/1;30;2;15.0;0
2023/04;CIRURGIA DE CABEÇA E PESCOÇO/1;29;1;29.0;0
2024/12;MASTOLOGIA;461;14;32.93;39
2025/12;UROLOGIA/GERAL;9795;152;64.44;0
2024/08;DERMATOLOGIA;679;21;32.33;20
2023/01;COLOPROCTOLOGIA/4;0;1;0.0;0
2024/01;ODONTOLOGIA PARA PACIENTES COM NECESSIDADES ESPECIAIS;5787;37;156.41;29
2025/01;GINECOLOGIA;21478;329;65.28;323
2026/04;GINECOLOGIA/6;1900;22;86.36;0
2024/10;CIRURGIA VASCULAR;4796;136;35.26;244
2025/10;ONCOLOGIA/UROLOGIA;331;9;36.78;0
2024/03;CIRURGIA PLÁSTICA/GERAL;116;1;116.0;0
2026/04;OTORRINOLARINGOLOGIA;4197;73;57.49;124
2026/05;CIRURGIA GERAL/GERAL;3551;187;18.99;0
2024/12;UROLOGIA;7990;111;71.98;362
2026/05;ONCOLOGIA/CIRURGIA GERAL;107;16;6.69;0
2024/12;UROLOGIA/7;494;3;164.67;0
2026/02;MASTOLOGIA/5;180;3;60.0;0
2025/05;CIRURGIA DE CABEÇA E PESCOÇO/2;1010;3;336.67;0
2025/07;UROLOGIA/3;5839;22;265.41;0
2024/03;MASTOLOGIA/5;155;6;25.83;0
2025/12;ORTOPEDIA;58374;722;80.85;1111
